LanguageHaveWorkedWith,Currency,Country,RemoteWork,CompTotal
Assembly;Bash/Shell (all shells);C;C++;Dart;Python,USD	United States dollar,United States of America,In-person,450000.0
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",260000.0
C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,300000.0
Bash/Shell (all shells);C#;Kotlin;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,205000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",220000.0
Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",230000.0
Dart;Go;HTML/CSS;JavaScript;PHP;Python;TypeScript,USD	United States dollar,United States of America,In-person,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C;C++;Go;Java;Objective-C;Python;Ruby;Scala;Swift,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",418000.0
C#;Python;SQL;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,121000.0
Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",141000.0
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",192000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,USD	United States dollar,United States of America,Remote,100000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,184000.0
C#;Python,USD	United States dollar,United States of America,Remote,90000.0
C#;C++;GDScript;HTML/CSS;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C++;Python;Ruby,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",145000.0
C#;Go;HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,Remote,250000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,200000.0
C++;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",1000000.0
Bash/Shell (all shells);Go;Java;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
Go;Python,USD	United States dollar,United States of America,Remote,159000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,250000.0
Bash/Shell (all shells);C++;Python;Rust,USD	United States dollar,United States of America,In-person,550000.0
C;C#;C++;Dart;Go;Groovy;Java;JavaScript;Kotlin;Lua;Objective-C;PowerShell;Python;Rust;Swift;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);C++;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,140000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,190000.0
Bash/Shell (all shells);C;C++;Erlang;HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,149700.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,USD	United States dollar,United States of America,Remote,200000.0
Java;Kotlin;Python;SQL,USD	United States dollar,United States of America,Remote,300000.0
Bash/Shell (all shells);C++;Go;Java;Perl;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,110000.0
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Lisp;Lua;Objective-C;PHP;Python;SQL;Zig,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",101000.0
HTML/CSS;JavaScript;Python;SAS;SQL;TypeScript,USD	United States dollar,United States of America,Remote,140000.0
Assembly;Bash/Shell (all shells);C;C++;Lua;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
Bash/Shell (all shells);C++;MATLAB;Perl;Python;SQL,USD	United States dollar,United States of America,In-person,
C#;C++;HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",175000.0
C#;Go;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript;VBA,USD	United States dollar,United States of America,Remote,185000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",450000.0
Bash/Shell (all shells);Go;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",240000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",180000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL;Swift,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",220000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Go;HTML/CSS;JavaScript;Lua;Python;Ruby;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Bash/Shell (all shells);C;Go;JavaScript;Perl;Python;R;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,400000.0
Groovy;Java;JavaScript;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",160000.0
Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Objective-C;PowerShell;Python;Ruby;Rust;Swift;TypeScript,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,275000.0
Bash/Shell (all shells);C;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;Go;Python;SQL,USD	United States dollar,United States of America,Remote,250000.0
HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
Bash/Shell (all shells);C;C++;Delphi;Haskell;Lisp;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",130000.0
Bash/Shell (all shells);C;Go;Julia;Lua;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,260000.0
Apex;Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;R;Ruby;Rust;SQL,USD	United States dollar,United States of America,Remote,295000.0
C#;C++;Go;Lua;Python;SQL,USD	United States dollar,United States of America,Remote,165000.0
Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Scala;SQL,USD	United States dollar,India,"Hybrid (some remote, some in-person)",90000.0
C#;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
C++;Python,USD	United States dollar,United States of America,In-person,500000.0
Bash/Shell (all shells);C;Go;HTML/CSS;Lua;Python,USD	United States dollar,United States of America,Remote,260000.0
Bash/Shell (all shells);C++;Perl;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,96000.0
Bash/Shell (all shells);C#;PowerShell;Python,USD	United States dollar,United States of America,Remote,195000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",185000.0
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",180000.0
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lua;Python;SQL;Zig,USD	United States dollar,United States of America,Remote,
HTML/CSS;Java;JavaScript;Perl;PowerShell;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,149270.0
Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,
HTML/CSS;JavaScript;Perl;Python;R,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",130000.0
Go;HTML/CSS;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,120000.0
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",190000.0
Bash/Shell (all shells);C#;F#;JavaScript;PowerShell;Python,USD	United States dollar,United States of America,Remote,342000.0
Go;HTML/CSS;JavaScript;PowerShell;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",67000.0
C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,USD	United States dollar,Canada,Remote,66000.0
Bash/Shell (all shells);C;C++;Python,USD	United States dollar,United States of America,In-person,170000.0
Bash/Shell (all shells);C;C++;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",175000.0
Assembly;Cobol;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,175000.0
Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",300000.0
C#;C++;JavaScript;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,255000.0
Bash/Shell (all shells);C++;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",145000.0
Go;Python;SQL,USD	United States dollar,United States of America,Remote,380000.0
Go;HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,90000.0
HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,185000.0
Java;Python,USD	United States dollar,United States of America,In-person,
Java;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",148000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,350000.0
C++;Python,USD	United States dollar,United States of America,In-person,250000.0
Bash/Shell (all shells);C;Fortran;HTML/CSS;Lua;Python,USD	United States dollar,United States of America,In-person,
C#;MATLAB;Python,USD	United States dollar,United States of America,In-person,180000.0
Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
C#;Go;HTML/CSS;JavaScript;Kotlin;MATLAB;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",98000.0
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,In-person,110000.0
Java;JavaScript;Kotlin;Lua;Python;Ruby;Rust;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
C#;C++;GDScript;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,50000.0
C#;Delphi;HTML/CSS;Java;PHP;Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",64000.0
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,In-person,
Python;Rust;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
Bash/Shell (all shells);C;C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Rust;Scala;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C++;HTML/CSS;JavaScript;MATLAB;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",185000.0
Bash/Shell (all shells);Python;Ruby;Rust;TypeScript,USD	United States dollar,United States of America,In-person,200000.0
Dart;Elixir;Go;HTML/CSS;JavaScript;Julia;Python;R;SQL;TypeScript,USD	United States dollar,United States of America,In-person,190000.0
Assembly;Bash/Shell (all shells);C;Fortran;HTML/CSS;Java;JavaScript;Lisp;Objective-C;Python;Ruby;Swift,USD	United States dollar,United States of America,,
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,170000.0
C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",400000.0
Assembly;Bash/Shell (all shells);C;C++;Perl;Python;Ruby,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",175000.0
Bash/Shell (all shells);HTML/CSS;Java;Kotlin;Python;Rust;Scala;Swift;TypeScript,USD	United States dollar,United States of America,Remote,556829.0
Java;Python;Scala;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
JavaScript;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Go;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,210000.0
C#;C++;Dart;Go;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",270000.0
HTML/CSS;Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",160000.0
HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,168000.0
C++;Go;Python,USD	United States dollar,United States of America,Remote,
